"","ctrl1","ctrl2","ctrl3","ctrl4","RA1","RA2","RA3","RA4"
"CCNB1IP1",705.2343687,174.1736336,253.7990252,250.3622757,171.7758568,1250.758283,1205.136226,883.6222772
"CCNB1IP1P1",8.999994097,0,0,0,2.999996168,1.000000138,0,0
"CCNB1IP1P2",0,0,0,0,0,0,0,0
"CCNB1IP1P3",0.999999727,0,0,0,0,0,0,26.00007356
"CCNB2",52.00000694,35.99992758,19.00002989,0,74.99976263,247.0001179,256.0001773,87.9998097
"CCNB2P1",72.00005932,0,0,0,18.99996137,91.00005009,116.9999907,54.00007804
"CCNB3",31.0000225,0,3.000001573,3.999992153,3.999984811,66.00005154,57.00000736,0
"CCNB3P1",148.6132702,14.20886944,22.28243089,13.62834863,10.95944879,69.40121747,110.7964741,96.58576787
"CCNC",1294.614844,226.3377657,337.2474986,274.6635913,578.1937,2728.130873,2986.160109,2051.334337
"CCND1",5873.099611,1442.04369,2283.992275,1353.06475,362.4996029,3342.119336,2741.917944,1812.359629
"CCND2",10794.37251,5694.31291,4233.536817,2627.372609,2259.217197,6028.637956,7935.773757,6075.563603
"CCND2P1",0,0,0,0,0,0,0,0
"CCND3",1582.065626,200.6866309,275.4714481,237.5028764,226.0107905,1279.691141,1246.528538,1780.062023
"CCND3P1",0,0,0,0,0,1.000001714,0.999999071,0
"CCND3P2",0,0,0,0,0,0,0,0
"CCNDBP1",1355.763569,737.3227565,373.2426756,265.3421675,272.1186968,1247.815932,1571.748276,2414.858035
"CCNE1",24.99996757,6.000000722,2.000001923,3.999992429,20.99991366,13.00000734,60.99998923,36.99991871
"CCNE2",27.31296405,20.99995522,1.00000037,5.999989522,13.31768665,70.2370042,143.4138373,41.04299661
"CCNF",519.0297513,58.00427408,54.52592236,47.10815001,52.36915037,187.4966764,327.7011866,209.7837959
"CCNG1",932.0001674,433.0000943,668.9994115,477.9989548,573.9983679,1959.001035,2075.999005,2087.000799
"CCNG1P1",2.999997721,0,0,0,0,11.00000251,0.999999063,8.000000594
"CCNG2",1942.769385,807.0002237,667.9997339,329.0402574,97.99950606,1529.977274,2945.312437,2094.639959
"CCNG2P1",0,0,0,0,0,0,0,0
"CCNH",2549.820221,261.8121861,159.7726618,144.9998471,562.770356,3080.147127,3871.541334,3180.171965
"CCNHP1",1.00000039,0,0,0,0,0,0,0
"CCNI",7687.121993,2885.252947,4763.085199,3688.571183,1742.277945,9845.29455,6819.880778,8897.392402
"CCNI2",17.60668247,24.91690618,5.314973401,4.54817903,15.05575158,4.158850421,9.528055685,58.43222561
"CCNJ",517.0001239,52.00016747,58.99997436,22.99999417,104.0000252,827.0002595,844.000437,694.9999482
"CCNJL",260.1402122,146.8178086,91.54750023,92.53397385,57.51318174,285.2282439,260.3513125,722.8613873
"CCNJP1",0,0,0,0,0,0,0,0
"CCNJP2",37.00007876,0,5.999992884,0,16.99997324,68.99999513,54.00004007,75.99991686
"CCNK",559.964009,83.29925011,165.4697889,180.6089233,427.3064916,780.4403342,451.7671435,733.5706686
"CCNL1",3523.558638,28.00000294,143.1441408,62.2919211,1188.658122,5386.705592,7595.057499,5459.888355
"CCNL2",8554.300869,592.3963091,512.096644,280.0919755,749.7628469,3438.191242,2684.177548,4205.310011
"CCNL2P1",17.00005457,0,0,0,18.00000303,13.00000679,70.99998735,45.99993289
"CCNO",7.000003463,19.00000069,18.99996761,13.99995265,7.999979682,0,0,5.000000582
"CCNP",6.000001775,0,0,0,0,0,0,2.999996867
"CCNQ",106.9999804,134.0002998,57.00003405,36.99997774,0,31.00002462,25.00000587,0.999999979
"CCNQP1",0,0,0,0,0,0,0,0
"CCNQP2",0,0,0,0,0,0,0,0
"CCNQP3",0,0,0,0,0,0,0,0
"CCNT1",1261.999029,185.0002018,292.0005517,338.0002475,557.9985424,1826.000163,2147.996537,1727.999283
"CCNT2",2047.999903,225.9998838,175.0000311,96.00007114,704.9982727,3539.99673,4697.99417,2810.99742
"CCNT2P1",0,0,0,0,0,0,4.999996646,0
"CCNY",3084.350058,505.7904882,657.6932657,469.469674,996.5705149,4791.486625,3702.937567,2895.270831
"CCNYL1",565.7224065,282.042245,264.0000322,159.0000423,386.5756931,1372.840237,1389.132577,747.8501277
"CCNYL2",100.0071039,19.00000982,0,1.999998141,20.2499742,123.2356982,64.3513227,177.4508591
"CCNYL3",0,16.00001951,0,0,0,0,0,0
"CCNYL4",33.99995353,0,0,0,4.000002325,48.39499346,39.99998379,24.99999787
"CCNYL5",0,24.99999514,0,0,0,0,0,0
"CCNYL6",114.7721793,0,0,0,11.76054584,10.04063401,2.00000119,110.2699643
"CCNYL7",104.0001173,0,0,0,7.999990054,31.99993528,63.00002036,32.99998128
"CCP110",992.2785716,328.596648,216.4915086,221.031375,222.6767894,959.2318442,937.4417343,1228.369135
"CCPG1",3872.011263,980.6723847,545.9373791,503.2731116,1305.100899,7162.623033,7766.289132,6005.947513
"CCR1",447.0000587,80.99989338,215.0005433,157.999838,607.9982315,6072.982688,2785.003065,1402.996534
"CCR10",26.28574471,121.9999181,33.37066739,15.83708322,0.999994784,10.00000157,6.999991021,19.91889372
"CCR12P",70.86611044,59.3000045,19.74932426,10.91910473,11.63753173,53.93887633,79.23728334,43.17173172
"CCR2",221.9995994,0,33.99999378,41.99997589,475.9984564,454.9996896,765.0005993,347.0003769
"CCR3",48.00008273,44.99992407,5.999989283,6.99997986,34.9998169,62.00001775,86.00009222,75.99993927
"CCR4",219.2160464,5.856794086,25.58540778,21.54416642,19.81797057,218.526533,370.3738537,404.7447175
"CCR5",279.9997881,0,44.9999111,42.9998995,380.9987959,236.000097,479.0004749,431.9999378
"CCR6",98.82135684,27.33128828,12.22436999,0,69.67587155,191.5385166,1702.052061,126.3132008
"CCR7",88.00006222,0,9.999996752,0,60.99988502,8.999990513,786.0016383,259.0001128
"CCR8",0,25.0000412,0,22.99991766,2.999992906,0,0,2.000000181
"CCR9",0,0,0,4.999987117,10.99998296,51.00000659,35.00001989,0
"CCRL2",30.99999313,0,13.00002764,10.99999761,25.99988734,236.999971,199.0002372,161.9999953
"CCS",765.6361079,159.0000335,127.5629879,98.67440284,86.50618323,575.2410727,421.0610904,334.1560091
"CCSAP",939.7879932,79.00006641,110.999913,78.99992743,174.9998889,1225.879448,1279.465884,1341.914147
"CCSER1",597.9999769,99.00002691,23.00001613,20.00000244,205.9995582,430.9999047,1299.000542,653.0000838
"CCSER2",2566.603974,617.7326374,756.2622421,370.8792557,730.5714671,4626.531518,4509.790294,3951.311272
"CCT2",1002.271684,271.8286808,293.2751519,256.8012231,577.0618943,1809.845319,2853.27688,1526.044354
"CCT3",1601.793611,304.9213923,460.4713619,403.1944578,389.0588459,1505.529551,3418.712334,1562.277694
"CCT3P1",2.999997617,0,0,0,0,4.999998342,0,0
"CCT4",1750.000691,391.9990583,565.9992821,507.9994851,396.9988114,1983.998939,2799.999223,1737.99905
"CCT4P1",0,0,0,0,0,2.000001326,4.000000012,0
"CCT4P2",43.99997695,0,0,0,11.99995538,31.00011349,105.0002929,48.00003024
"CCT5",2188.999205,499.999837,389.0003944,493.9996119,573.9829678,3493.979408,4852.997881,2228.993757
"CCT5P1",9.000004165,0,0,0,5.015332056,16.02018306,10.0113496,4.004726105
"CCT5P2",0,0,0,0,0,0,0,0
"CCT6A",1474.221431,631.9995414,613.000851,549.8717691,208.9600355,1368.778239,2446.784887,1748.606639
"CCT6B",161.7016531,204.3698425,24.84619879,14.99383004,37.67082105,119.781087,81.89413235,366.9098108
"CCT6P1",346.6466656,1.260212262,18.35613133,18.16931446,107.1042558,407.4796345,676.9021898,451.4941204
"CCT6P2",0,0,0,0,0,1.00124543,0,0
"CCT6P3",772.3093583,93.868258,61.92813356,23.63284187,71.70548231,506.1604652,789.8044982,718.8319012
"CCT6P4",0,0,0,0,0,0,0,0
"CCT7",2586.215075,683.0005629,577.0002816,546.9994289,368.0154453,2300.32696,2823.096748,1707.19497
"CCT7P1",173.9998404,0,0,0,3.999975573,115.0000453,22.00003838,81.99982216
"CCT7P2",0,0,0,0,0,0,0,0
"CCT8",1480.505142,357.9998761,294.0001668,380.9994341,364.9422792,2735.202361,4955.255053,2529.82789
"CCT8L1P",2.999987202,0,0,0,0,5.76411139,2.000003077,10.00001834
"CCT8L2",3.00000034,0,0,0,0,2.235901789,1.000001487,0
"CCT8P1",122.4962115,0,5.000000562,5.999986832,8.056473538,160.797452,144.7396428,40.17409159
"CCZ1",1226.970243,341.6262264,154.6132814,133.681941,232.4011948,1228.700822,1514.117254,1665.33055
"CCZ1B",1376.986791,179.5272731,310.0441464,103.0277415,429.1941063,2425.501967,1653.109839,1451.040571
"CD101",19.99999732,50.99988635,3.999990277,19.99999973,6.99998602,103.9998489,33.999942,73.00000557
"CD109",5845.471957,1438.516943,942.2982691,510.1724684,551.7039701,10363.5367,4502.812355,6907.315563
"CD14",2601.998708,909.9995213,666.0001049,662.9989705,246.9986694,8544.003389,3796.004184,1985.999409
"CD151",4872.958713,1411.374682,647.5010788,689.9993731,205.6774198,1285.186738,567.013466,1686.106343
"CD160",181.9058954,23.94346241,25.05154998,6.000011441,51.99916097,240.60797,140.0629886,262.2810658
"CD163",18373.18989,1617.036837,1465.596244,1692.462516,7210.021435,29372.20144,28007.90716,10087.54831
"CD163L1",1864.997643,203.000165,176.0002248,193.9998715,203.9997349,1649.999632,2632.995483,1287.00046
"CD164",7820.013478,1118.118671,1238.868519,1289.082496,2335.324598,11255.26863,12618.39738,7292.252939
"CD164L2",0,0,0,0,0,0,0,0
"CD177",0,0,0,4.999988225,1.999991803,7.00000237,5007.025709,59.00002592
"CD177P1",0,0,0,0,0,0,0,0
"CD180",590.746194,140.5625629,62.30018914,41.08067347,795.9322418,953.6548387,3292.713191,901.902156
"CD19",11.00000978,5.999998554,0,0.999999723,52.99981596,41.00001602,378.0003556,6.000010715
"CD1A",0,0,0,0,0,2.000000857,42.99990902,0
"CD1B",0,0,7.99999722,0,2.999986323,3.000006289,1.999991391,5.000003267
"CD1C",49.00002669,20.00001518,82.00008915,37.9999982,64.99987175,99.99994694,141.0001176,43.00003279
"CD1D",62.70516328,1.005715442,18.13877565,0,80.39673857,39.36746917,130.8619382,108.7466811
"CD1E",10.00000513,0.99999845,25.00000485,24.00002644,23.99992869,0,0,12.00000424
"CD2",127.9998725,0,22.99992785,29.99996815,235.9989475,328.0007016,2040.002933,297.9999851
"CD200",42.69989724,37.50693443,58.93164448,62.24125522,81.32355734,354.0062036,1467.249149,262.8155717
"CD200R1",338.9257241,12.00000554,61.00007377,38.99992537,131.9453168,876.2454741,199.0003649,247.8197609
"CD200R1L",2.074275213,8.000003244,0,0,1.054615573,25.75465687,6.000004385,3.180245412
"CD207",6.000010359,0,0,4.999992788,0,0,5.000018344,0
"CD209",297.5326854,121.5024813,330.4598198,223.1571789,238.5841468,301.9586181,88.54400947,288.8158252
"CD22",459.8461209,42.00009141,0,21.72789017,155.2910951,132.4115077,2972.368099,150.3941995
"CD226",601.5329607,111.5513045,81.05580858,48.19783019,485.2629823,2030.211562,4207.489908,2212.911612
"CD24",153.2449249,138.6759242,79.58844352,67.41857031,138.0713406,72.54140711,1426.972517,779.6569514
"CD244",50.0000051,37.99989133,0,2.999999327,39.9998523,160.0001034,167.0001664,2.999994375
"CD247",91.9999381,7.999995581,91.00011766,46.99992967,118.9996393,2.000001337,519.0009028,272.0000089
"CD248",3673.997823,386.9994998,660.9992971,479.9999734,223.9990386,786.99951,214.0002622,586.000135
"CD24P1",0,0,0,0,0,0,0,0
"CD24P2",0,0,0,0,0,0,0,0
"CD24P4",0,0,0,0,0,0,0,0
"CD27",322.9998014,42.00003354,9.000040858,13.99998559,50.9998623,46.00005926,423.0002941,191.0000656
"CD274",207.0003154,0,10.00001303,21.99999067,118.9996415,170.9999586,1023.999918,355.9996506
"CD276",5346.310244,1052.946965,795.210391,418.1231513,360.5381424,3979.117222,1303.520228,1665.201523
"CD28",306.818431,27.05017136,18.31052824,17.79824112,490.0524229,2148.759383,2625.093554,1073.735032
"CD2AP",2075.39872,568.8350182,360.4301525,265.0728392,505.78165,2658.429442,3467.057406,2091.728202
"CD2BP2",1476.999935,539.9999471,306.0001874,286.9997223,301.9988876,958.001208,1132.8408,853.9181093
"CD300A",744.9994774,88.99997228,20.00001804,22.99998366,81.99979458,152.0000258,33.00001468,556.9998488
"CD300C",427.000383,65.99994071,58.99999506,72.99984756,20.9998946,599.0010209,120.0002855,43.0000045
"CD300E",303.7295904,243.9896909,194.3846173,362.1094209,214.1387793,1083.469636,1008.746825,263.480596
"CD300H",3.000006224,0,0,0,0,12.00004203,21.00000599,49.99993404
"CD300LB",330.9997846,68.99997694,6.000005955,15.99998231,30.99987011,9.000021754,75.00024725,73.99991326
"CD300LD",54.74049586,16.99995145,28.23579473,3.019542725,11.16546248,75.12027327,72.16042886,63.24559721
"CD300LF",95.0000066,1.999993954,14.0000292,0,63.99978788,49.00006811,56.00011331,188.9999805
"CD300LG",8.097232729,0,21.86289485,12.92855464,3.174331471,27.62737783,24.92793432,88.06453695
"CD302",3225.009317,474.3186409,721.1886787,758.2805486,648.0971226,4133.538209,2315.396728,4341.31103
"CD320",262.7473994,108.9111134,77.08941473,100.5505104,9.493339691,157.4609968,154.5315047,130.1757614
"CD33",474.4449244,74.42960374,65.1732803,80.29561052,54.99947444,1062.511739,304.4560606,295.814674
"CD34",3856.589924,2304.950316,1332.795431,2318.868833,656.8807014,4555.350783,1635.432134,8059.436874
"CD36",3058.068816,388.0995335,977.7387505,597.0612578,386.3388184,1749.895961,1084.638168,10519.50448
"CD37",1304.362621,259.2133776,207.9597091,234.3327772,29.37359122,324.9980432,2017.342964,497.4130276
"CD38",174.4468234,105.3443523,15.41865485,47.86800639,1157.59843,1289.779842,1976.643595,1201.842189
"CD3D",68.00004342,0,7.000020324,3.000001885,49.99995143,170.0000319,497.9997551,206.0001651
"CD3E",55.00002569,35.00006181,10.00001017,6.000006087,48.9997841,17.00001484,462.0004292,263.0000049
"CD3G",221.0782181,93.36349785,168.6995818,121.0401204,87.6228434,195.5674882,419.1215966,291.8393354
"CD4",5151.11131,1060.00077,691.0009257,694.9988472,629.9981431,2344.022513,3284.000341,1249.998876
"CD40",620.3504961,94.33754995,75.99999722,68.99988619,95.99976088,1115.549669,1468.766905,335.9998165
"CD40LG",13.63209508,31.48153809,0,3.001750671,40.09193524,120.0225437,105.0379391,10.93968971
"CD44",19286.96062,5164.002418,5602.016645,4117.996824,7614.98437,47054.99975,35202.94183,20335.99335
"CD46",5503.940361,606.4463094,462.1087167,646.000186,1689.868813,8812.966106,10023.59277,11012.31857
"CD46P1",1.999993647,54.00007404,0,0,0,2.999998207,1.001517613,28.0385726
"CD47",8796.990874,5605.381707,4962.801766,4894.708638,2155.981716,14634.4973,20034.0918,11938.80456
"CD48",233.0000527,0,16.00000075,3.000001756,555.9996384,195.9999992,3475.005444,1062.999561
"CD5",295.9998847,66.9999673,21.99999724,0.999999753,44.9998294,178.9999016,1097.0014,389.9996186
"CD52",60.99997497,26.00000836,33.9999474,29.99992854,39.99994089,302.000389,2783.995366,325.0007474
"CD53",2041.999156,143.9999473,254.0002707,245.9994829,1647.99485,5369.001053,11966.01856,3917.999327
"CD55",3453.188468,783.7178408,565.5869621,369.0000539,1620.793237,10551.12736,11987.62764,7674.750901
"CD58",689.9998598,127.000007,44.00002008,69.00001835,216.9992333,1470.000846,1966.001821,934.9984604
"CD59",8067.724241,1830.157496,2009.897426,1556.564518,1248.289208,18476.66216,9047.7558,11344.92038
"CD5L",0.999998908,0,0,0,0,2.000004273,8.003602122,11.01077869
"CD6",580.8741875,130.7161264,163.4340452,142.9405993,1796.403686,458.5229169,2140.713151,1723.483165
"CD63",11872.00226,2012.004129,1867.001402,1403.998103,1390.997411,11141.98944,10654.99562,5452.997468
"CD68",9149.58338,1325.165546,1175.554434,1431.287065,1546.189801,10838.30178,8953.796825,2318.230721
"CD69",76.00001955,16.99999663,0,0,70.9998616,350.0002001,1927.998854,70.999876
"CD7",13.99999401,0,27.00002309,3.999991937,0,20.00001423,54.00011035,45.00001261
"CD70",9.999990514,72.00005974,16.00002243,21.99999584,4.999989053,16.00000564,8.00000577,24.9999939
"CD72",94.00006308,0,0,0,121.9995919,161.0000923,1686.002557,61.99999875
"CD74",55892.29835,4043.870995,6161.489938,6953.881284,15100.85539,75657.33085,91828.04213,18295.84196
"CD79A",7.000003473,19.99996837,3.000001643,0,77.99982556,9.000001193,1621.000201,214.9990215
"CD79B",112.999908,17.99998483,62.000021,15.99999236,92.99949036,112.0000832,1090.001675,156.00001
"CD80",46.66558456,52.99998623,0,0,65.68729044,195.2039368,475.3322019,50.04908915
"CD81",21965.01867,4067.001091,2716.002827,2200.999124,2324.988542,7552.003081,6681.018117,6163.997223
"CD82",5925.860677,188.3240115,234.5557646,266.1274944,302.3139221,244.8285385,1340.792715,546.8768787
"CD83",306.9998177,32.00003739,15.99999396,26.00004071,378.9986569,933.0024907,2432.003314,307.9999007
"CD83P1",0,0,0,0,0,0,0,0
"CD84",4873.314229,450.3914935,743.2846027,594.0451756,2890.364781,9097.244737,12201.7093,3577.875282
"CD84P1",2.000004063,0,0,0,0,4.000005143,2.000002094,0
"CD86",720.9995428,180.0002565,90.00002777,76.99999062,259.999236,1889.001171,2480.001354,851.0000207
"CD8A",54.47409077,6.013460391,5.999998032,12.99999362,61.09164997,348.2262279,99.00981074,194.0486323
"CD8B",40.78028336,67.04215342,23.50369115,1.000001582,90.31689586,108.1074698,238.8979291,104.0854679
"CD8B2",72.78623504,94.27203473,115.4070603,21.4920574,11.72695655,66.19683512,86.3073316,152.6257403
"CD9",8158.737925,2848.944386,931.5414478,989.2546242,601.1686137,5676.642112,3014.680469,6450.611305
"CD93",2326.493863,774.0138136,963.9453454,447.4644472,413.8820951,6105.980554,3747.948347,5951.680296
"CD96",279.0313719,16.62055069,24.39593497,13.82481158,344.0983149,691.2672254,1925.41874,673.3329703
"CD99",9873.197079,3073.624613,2052.308407,1547.451857,855.9988,9299.883484,5884.267709,5810.073041
"CD99L2",3502.000821,879.0015346,445.9989641,445.0006077,424.9986598,2244.000945,1903.997263,2382.994459
"CD99P1",992.5814452,591.4367886,25767.47116,613.2138874,108.4257676,460.7447704,293.5014227,672.7564438
"CDA",25.00005485,0,68.00016129,19.00001237,0,68.99992444,0.999999999,79.99994754
"CDADC1",248.9999107,61.00004536,57.99995315,60.99991973,21.99992293,338.0003111,239.0001332,160.0004278
"CDAN1",1101.982355,52.13277161,114.8031741,91.52117085,171.3159418,693.5025141,151.1990256,418.151399
"CDC123",960.999428,67.000041,202.9998657,135.9995037,246.9988197,1472.999788,2087.00386,1475.170504
"CDC14A",684.0001165,16.99999138,61.00000067,94.99998949,159.9994616,1110.000378,1396.999154,1143.999779
"CDC14B",1936.782434,345.7091858,453.2120663,260.9610308,298.4414908,2842.494344,1328.440043,2419.901634
"CDC14C",219.8000487,1.044992636,6.100459448,0,20.69817879,201.1870583,201.2628943,231.3854565
"CDC16",2629.998774,590.0004854,616.0004146,280.0000714,632.9984599,2800.995758,2539.000292,2473.001624
"CDC20",7.000015937,20.99996859,9.999989165,0,1.999993576,18.22885627,77.95984021,14.34483336
"CDC20B",175.6395057,29.21884722,96.26952259,32.53839073,17.22928796,99.38355375,126.1210543,117.208001
"CDC20P1",63.00001874,0,0,0.999996384,0.999995152,25.7711736,4.040084586,87.65525272
"CDC23",675.0004206,147.0001767,128.0000452,122.9999261,153.9997541,641.0000592,704.0004436,598.0001364
"CDC25A",2.999995447,9.999987939,12.00001023,0,0,20.9999968,38.99998184,17.99999884
"CDC25B",2126.001548,228.9998526,331.0004974,118.9998034,168.9993734,668.0005175,566.0004852,832.9999291
"CDC25C",4.999982661,18.00002659,9.000000988,1.999998617,5.999987973,9.000013494,10.99999462,0
"CDC26",50.95789716,503.0001345,337.0002813,259.000062,116.1110238,254.0183586,432.5051951,254.8577692
"CDC26P1",29.0422195,0,0,0,29.73554646,37.98199225,0,11.14213461
"CDC27",3126.31176,611.7803945,535.9908406,458.3044784,1000.36219,5724.477291,5844.433346,4864.061063
"CDC27P1",8.099071138,18.00002782,0,0,4.634845072,13.51479025,12.15535923,37.77498606
"CDC27P2",2.39e-06,0,0,0,0,0,3.008974588,1.006734618
"CDC27P3",1.012105065,75.22039647,8.105636233,7.040405296,0,3.066713045,0,0
"CDC34",641.9992607,177.0004731,168.0000166,101.0000577,28.99988646,152.0001018,253.0002711,395.9998092
"CDC37",3283.99769,2411.997808,1487.002319,937.9989518,152.9993544,454.0013296,528.9996651,1130.001058
"CDC37L1",618.9995074,104.999959,214.000193,153.9999655,119.9994864,330.0003138,782.9999761,773.9989083
"CDC37P1",9.999991014,0,0,0,0,0,0,0
"CDC37P2",0,0,0,0,0,0,2.000002793,0
"CDC40",1212.773627,174.9673561,158.0197439,114.4906039,285.4600894,1929.124855,2769.168675,1798.136109
"CDC42",6207.617064,1947.873443,2222.354688,1584.674863,2316.726269,11397.11321,13906.89535,8992.170666
"CDC42BPA",7285.014008,1122.994525,1988.006181,904.0006282,1102.999735,10685.99725,6504.990079,9634.012266
"CDC42BPB",11388.00496,1749.003057,1239.000975,1478.997866,941.5458697,5827.331827,3052.992502,4870.424641
